ID,Recency,Teas,Fruits,Meats,Seafood,Sweets,Premium,Regular,Deals,Website,Catalog,Store,Visits
1351,82,8,12,83,25,46,37,137,2,2,0,3,7
2695,82,13,13,7,20,7,13,47,1,1,0,2,8
2228,82,42,0,17,0,0,14,45,1,0,1,2,5
2446,82,43,16,48,101,21,117,112,3,1,1,3,6
2779,82,58,0,16,0,0,36,39,2,1,1,2,7
3212,82,64,8,-69,19,3,61,101,3,3,1,2,9
2892,82,87,0,57,0,8,26,125,2,3,0,3,6
2498,82,124,22,77,40,15,29,248,1,2,1,3,6
2768,82,124,22,77,40,15,29,248,1,2,1,3,6
2429,82,129,0,59,0,0,10,178,1,2,0,3,7
3197,82,242,30,262,71,10,232,383,3,3,1,2,9
3009,82,385,101,322,98,35,507,434,1,6,2,3,8
1012,82,502,158,1242,582,290,78,2695,1,3,4,8,2
2920,82,830,109,1578,251,27,275,2519,2,3,4,10,3
1185,82,1167,38,1828,61,389,115,3369,1,4,6,6,2
2267,82,1271,0,66,17,0,11,1343,2,9,2,5,7
1905,82,1790,218,950,522,328,73,3736,1,11,4,10,5
1317,82,2279,28,547,0,0,58,2796,2,9,3,5,5
2033,82,3218,54,1909,355,0,436,5100,1,7,8,9,5
2151,81,0,0,16,24,24,63,0,1,1,0,2,5
3215,81,8,8,18,15,5,23,31,1000000,1,0,2,7
1306,81,12,12,27,23,8,35,47,1,1,0,2,7
3200,81,12,12,27,23,8,35,47,1,1,0,2,7
2739,81,28,6,39,94,78,61,183,2,2,1,3,6
2519,81,41,0,9,0,0,3,47,1,0,0,3,5
3042,81,63,12,59,8,4,43,102,1,1,0,3,7
2399,81,85,3,23,0,0,9,103,1,1,0,3,7
2205,81,247,4,64,12,8,24,311,4,2,1,4,5
2217,81,273,3,53,6,0,31,303,1,2,1,4,3
1187,81,301,3,248,22,3,248,329,6,5,1,3,8
1169,81,446,9,65,6,15,21,520,1,4,1,4,5
2532,81,521,6,137,19,6,59,630,7,4,2,4,8
2555,81,677,114,356,98,37,64,1218,1,7,2,7,7
2120,81,690,15,169,9,6,60,829,2,6,2,4,7
3188,81,735,84,240,30,131,60,1160,3,3,2,10,4
2683,81,745,0,315,455,247,132,1630,1,7,2,10,5
1781,81,863,13,416,94,71,42,1415,4,4,4,9,4
1652,81,1123,164,1150,215,137,27,2761,3,7,8,10,5
2985,81,1403,122,2227,430,81,206,4058,1,5,6,5,3
2881,81,1690,125,629,32,50,202,2324,4,6,11,7,5
1456,81,2056,22,345,30,22,22,2453,7,8,6,9,6
1876,81,2318,22,149,31,0,680,1840,2,8,10,5,6
1205,81,2360,35,915,92,105,35,3472,1,8,10,6,3
2003,81,2515,92,428,41,0,275,2800,7,11,3,4,7
1663,81,2779,329,943,430,329,282,4526,1,11,5,13,7
2172,81,3225,0,174,92,35,104,3421,4,7,4,10,4
1173,80,5,41,32,9,64,45,104,1,2,0,3,6
2743,80,5,41,32,9,64,45,104,1,2,0,3,6
1848,80,37,0,25,0,0,0,61,1,1,0,2,7
1931,80,50,0,60,9,18,50,87,1,2,0,3,4
3120,80,61,61,75,89,68,109,246,4,3,1,3,8
2640,80,72,27,68,51,10,31,198,1,2,0,3,7
2731,80,82,7,79,0,27,82,113,3,2,1,3,6
1580,80,83,62,93,36,5,67,212,1,2,0,3,7
2790,80,95,0,50,0,0,6,139,1,1,0,3,9
1384,80,96,4,105,0,33,29,209,4,2,1,3,6
2559,80,105,25,32,6,32,10,191,2,2,1,3,4
2772,80,109,11,113,11,8,34,218,2,3,0,3,6
3018,80,119,0,23,10,0,10,142,1,2,0,3,5
1844,80,165,125,247,301,147,237,749,6,4,1,6,7
2068,80,332,59,225,232,118,177,788,0,9,9,4,5
1514,80,502,189,257,300,177,189,1236,4,4,3,8,5
3173,80,598,0,87,0,0,68,617,6,3,1,5,8
3019,80,617,137,236,181,126,428,868,8,4,3,6,7
2675,80,1021,332,902,0,119,475,1899,5,8,4,11,6
1378,80,1337,84,273,0,17,188,1523,3,5,3,12,3
3005,80,1525,109,531,0,42,89,2118,2,11,8,4,6
1184,80,1598,39,258,78,39,19,1992,1,7,3,12,3
3084,80,1858,70,381,63,23,143,2251,2,6,8,10,4
1550,80,1869,25,403,163,100,105,2455,4,4,2,9,8
2719,80,1927,19,169,0,0,41,2074,2,11,3,7,8
2269,80,2132,324,1855,302,93,463,4242,1,5,7,10,2
3031,80,2305,383,1075,48,0,75,3736,3,2,10,12,7
3090,79,20,0,20,0,0,25,15,1,1,0,2,7
2005,79,27,61,108,115,0,81,230,2,2,1,2,8
1315,79,46,5,31,15,0,21,77,1,1,0,2,8
2411,79,67,8,46,13,0,67,67,2,1,1,2,8
1759,79,77,3,33,0,3,12,103,2,1,0,3,3
1723,79,85,3,64,9,0,31,131,3,2,1,3,5
3020,79,150,23,329,13,83,143,455,3,4,1,4,6
1829,79,312,3,162,39,27,42,501,2,3,1,5,5
1084,79,384,26,111,11,0,20,512,1,2,2,5,2
1203,79,584,24,584,85,65,304,1038,6,8,1,5,8
1586,79,949,76,1231,168,178,128,2474,1,3,4,9,1
2091,79,1188,129,1034,198,76,37,2588,1,2,2,11,1
2345,79,1266,23,478,373,333,191,2282,1,6,3,6,3
1704,79,1424,396,1424,410,396,594,3456,1,5,6,4,3
2987,79,1845,87,1494,81,394,43,3859,1,7,7,9,2
1165,79,1857,145,261,189,195,243,2403,1,9,10,5,4
2455,79,2598,0,165,0,0,83,2681,2,7,5,13,5
1863,78,34,4,19,0,0,4,52,1,0,0,3,5
2093,78,34,0,11,0,0,0,45,1,1,0,2,5
1160,78,54,18,27,49,36,72,112,2,2,0,3,8
2580,78,56,5,98,9,9,14,164,2,2,0,3,7
1963,78,88,12,72,0,0,44,128,1,2,0,3,7
1912,78,98,29,86,51,29,105,187,1,1,1,4,3
1916,78,105,0,61,8,4,8,170,2,3,0,3,8
2051,78,105,0,61,8,4,8,170,2,3,0,3,8
2841,78,113,0,53,16,8,32,158,3,2,1,3,5
3127,78,238,40,238,91,112,13,706,1,4,1,6,4
2734,78,315,274,466,37,288,137,1242,3,7,4,7,5
2558,78,564,104,1268,115,71,33,2089,1,5,3,6,1
1443,78,995,240,1118,550,240,80,3063,1,5,7,6,3
2598,78,995,240,1118,550,240,80,3063,1,5,7,6,3
2691,78,1383,53,976,104,215,106,2626,2,6,3,6,5
2291,78,1413,36,1823,534,0,109,3696,1,7,5,10,4
2452,78,1413,36,1823,534,0,109,3696,1,7,5,10,4
1309,78,1472,59,410,24,80,142,1902,6,8,2,8,8
1371,78,1472,129,366,85,129,410,1771,4,4,5,13,2
1623,78,1472,129,366,85,129,410,1771,4,4,5,13,2
2086,78,1759,123,926,39,215,0,3063,1,4,5,11,2
2081,78,1967,353,943,408,353,59,3965,0,4,7,6,1
2246,78,1967,353,943,408,353,59,3965,0,4,7,6,1
2107,78,2065,101,1066,177,101,205,3306,4,5,3,6,8
2194,78,2269,138,2132,58,44,138,4504,1,5,9,6,3
1497,78,2479,195,866,153,274,117,3849,1,5,6,7,1
2533,77,12,4,12,33,0,21,41,1,1,0,2,7
3050,77,17,17,132,188,39,171,221,1,2,1,3,5
2069,77,26,0,30,7,3,10,56,1,1,0,2,6
1647,77,38,6,44,146,25,121,140,1,1,1,2,8
2400,77,38,6,44,146,25,121,140,1,1,1,2,8
2706,77,38,6,44,146,25,121,140,1,1,1,2,8
2878,77,39,4,104,9,4,9,152,3,3,0,3,6
1501,77,53,34,43,14,5,53,97,1,1,0,3,7
2258,77,83,0,93,28,104,35,273,2,3,0,3,7
1170,77,86,79,72,21,86,64,279,3,2,1,3,6
2294,77,94,108,299,97,108,32,673,3,3,1,7,4
2630,77,114,19,88,15,4,15,225,1,2,0,3,7
1163,77,172,0,35,0,0,140,67,1,2,2,2,4
2001,77,174,8,100,15,4,4,297,3,3,1,3,7
1588,77,241,9,78,12,6,42,305,4,3,1,3,7
2503,77,242,36,78,59,0,96,319,3,2,2,2,7
1490,77,568,409,976,267,91,73,2238,1,5,10,8,3
1491,77,1100,156,723,326,89,187,2207,1,3,7,11,1
2664,77,1100,156,723,326,89,187,2207,1,3,7,11,1
1699,77,1189,219,995,0,330,470,2263,6,11,5,9,6
2637,77,1339,61,584,81,61,165,1962,2,6,4,12,4
1241,77,1509,65,819,104,97,70,2525,5,4,6,11,8
1477,77,1876,0,187,27,0,353,1738,4,2,6,3,8
3139,77,2315,25,325,33,0,325,2373,1,11,3,12,7
1408,77,2666,87,1486,114,0,44,4310,0,7,10,5,2
2123,76,6,28,46,23,46,114,34,2,2,1,2,6
1824,76,12,86,172,98,18,43,344,4,4,0,3,9
1394,76,21,115,58,16,37,168,79,2,3,0,3,8
1036,76,31,16,73,78,37,188,47,3,3,1,2,7
1509,76,32,16,61,28,24,8,154,1,1,0,3,8
2164,76,46,92,23,160,46,306,61,5,2,2,3,5
1280,76,56,21,154,147,7,91,295,3,3,0,3,9
3175,76,169,0,41,0,0,12,197,4,2,1,3,7
1612,76,184,22,577,45,13,13,828,3,4,1,4,9
2124,76,224,0,48,0,0,72,200,2,2,0,4,7
3106,76,270,31,125,10,31,13,454,1,2,2,5,2
1651,76,314,45,105,20,25,51,458,3,3,1,5,3
2949,76,314,45,105,20,25,51,458,3,3,1,5,3
1923,76,593,217,1345,107,155,217,2199,1,3,2,6,1
2524,76,737,88,450,116,148,163,1375,2,8,3,7,7
1416,76,1280,117,450,370,236,236,2217,15,9,6,9,7
2207,76,1626,39,279,53,18,118,1897,1,11,2,8,6
1755,76,1672,31,188,31,31,188,1766,0,0,0,1,20
1785,76,3195,132,627,470,178,89,4514,3,2,8,12,8
1061,75,5,15,29,15,29,73,20,1,1,1,2,7
1406,75,13,13,13,13,6,6,51,1,1,0,2,8
2994,75,34,0,22,0,13,26,43,1,0,0,3,8
2409,75,35,12,58,8,12,8,116,2,2,0,3,6
1272,75,64,26,85,17,21,85,128,1,3,1,2,7
1229,75,75,5,38,11,5,5,129,1,2,0,2,9
2272,75,75,5,38,11,5,5,129,1,2,0,2,9
2418,75,79,0,129,22,28,107,152,3,3,0,3,9
1808,75,80,4,29,7,4,7,117,2,1,0,3,8
2095,75,136,21,129,21,7,0,314,3,3,0,3,8
2405,75,136,360,265,723,66,306,1244,1,6,1,6,7
1695,75,296,39,197,129,24,12,673,3,4,1,5,7
1659,75,453,196,361,61,104,220,954,1,2,2,12,1
1545,75,554,340,2090,129,298,84,3326,0,6,6,7,2
1891,75,1374,64,1533,207,64,64,3178,1,3,10,8,1
2968,75,2094,68,858,222,206,33,3415,1,5,5,5,5
1365,74,18,36,30,0,12,36,60,1,0,0,3,7
1643,74,18,36,30,0,12,36,60,1,0,0,3,7
1129,74,63,4,45,11,4,15,111,2,2,0,3,7
2222,74,124,3,32,8,0,24,143,2,2,0,3,4
1278,74,141,0,202,72,29,50,393,3,3,1,3,7
3034,74,141,0,202,72,29,50,393,3,3,1,3,7
1537,74,164,16,257,104,115,229,426,1,3,2,2,8
1804,74,164,16,257,104,115,229,426,1,3,2,2,8
1109,74,176,336,351,460,385,448,1259,5,9,1,5,9
2491,74,176,150,255,18,59,150,507,2,4,2,4,5
2360,74,239,28,97,31,28,80,344,4,3,1,4,6
1714,74,463,6,319,23,6,97,721,5,6,1,4,8
1594,74,477,61,359,94,85,189,887,2,3,1,6,6
1270,74,515,18,376,50,38,167,830,1,5,1,8,2
3129,74,580,31,124,10,31,31,745,1,6,2,4,6
2292,74,649,16,238,35,16,45,910,3,6,1,5,7
2569,74,649,16,238,35,16,45,910,3,6,1,5,7
1571,74,691,123,492,141,123,29,1542,2,4,4,10,2
2720,74,720,293,1540,60,262,196,2680,1,4,11,7,2
2143,74,1224,11,78,0,0,24,1288,1,8,1,7,7
2858,74,1507,127,407,112,21,280,1893,1,5,6,11,2
2479,74,1535,17,259,23,17,276,1575,13,8,2,9,8
1234,74,2158,149,418,310,28,180,2883,2,9,4,6,5
2206,74,2221,28,420,110,28,28,2778,2,5,4,9,3
2784,74,2493,88,1514,230,222,96,4451,1,3,5,8,3
2115,74,2531,327,1779,0,45,92,4589,1,7,5,8,4
1871,73,145,12,83,17,4,83,178,2,2,0,3,9
2974,73,223,94,166,82,89,166,489,1,4,1,6,3
2816,73,364,105,1311,137,157,157,1916,1,3,10,4,2
2983,73,447,5,120,42,32,49,596,1,3,1,7,2
3187,73,597,10,451,91,84,217,1017,4,6,1,6,7
1883,73,607,252,1011,72,100,100,1942,1,4,5,6,2
2471,73,624,407,745,531,215,119,2403,2,4,7,13,2
2141,73,693,16,91,23,23,133,713,1,4,1,6,5
1132,73,862,61,1634,78,86,272,2449,1,5,7,10,2
1399,73,1120,0,1370,362,0,28,2823,1,3,5,10,1
2971,73,1140,52,265,405,63,100,1826,1,6,5,4,4
1598,73,1195,280,762,197,151,126,2458,3,6,3,13,5
1536,73,1215,0,64,16,11,90,1215,2,6,2,8,6
1672,73,1227,0,590,313,129,261,1999,1,5,3,4,2
2250,73,1367,56,1326,95,39,117,2766,1,6,6,6,2
2833,73,1715,107,1463,230,141,70,3586,1,2,8,12,1
2496,73,1954,238,1554,105,159,118,3892,1,10,2,6,3
1900,73,2246,150,1086,342,0,37,3786,1,6,9,9,3
1627,73,2746,240,1734,0,96,336,4480,1,4,2,6,2
1507,73,3335,80,522,0,80,160,3857,1,2,4,9,6
1429,72,0,0,5,11,64,26,53,1,1,0,2,8
2824,72,10,40,40,30,5,45,80,2,1,0,3,8
2894,72,59,0,16,0,0,8,67,1,1,0,2,7
1192,72,76,0,45,0,0,10,111,2,1,0,3,7
1531,72,130,22,133,62,37,31,352,1,3,0,4,6
3110,72,159,15,44,30,0,100,148,5,2,1,4,5
2159,72,198,23,86,0,18,86,239,3,2,0,4,5
1425,72,214,78,86,44,0,11,411,2,2,1,5,4
1043,72,277,369,599,511,68,392,1432,1,2,4,9,1
2756,72,312,3,70,0,13,84,315,3,2,1,4,5
1998,72,361,11,208,43,17,31,609,1,2,1,7,2
1511,72,421,45,457,200,93,105,1111,1,4,4,6,3
2236,72,824,0,245,11,31,65,1046,4,7,2,5,7
1619,72,845,44,1556,83,118,356,2289,1,9,11,11,5
1795,72,857,153,1561,159,336,63,3002,0,5,5,12,1
1120,72,1128,44,252,37,28,28,1460,4,6,3,10,4
1794,72,1138,0,692,261,200,200,2091,6,5,7,9,4
2672,72,1146,45,274,56,43,43,1521,0,4,2,5,1
2740,72,1158,177,622,232,87,154,2121,3,9,2,12,6
2787,72,1289,18,523,52,140,38,1984,1,4,3,6,1
2179,72,1305,18,591,78,80,182,1889,1,3,5,5,1
1088,72,1559,0,80,0,0,232,1408,5,7,4,6,6
2763,72,1586,56,338,590,397,338,2628,13,2,2,12,8
1216,72,1783,194,1666,151,115,38,3870,1,3,5,8,2
2354,72,1914,22,464,31,22,244,2209,5,8,4,11,6
2807,72,1940,48,402,65,74,99,2430,8,6,4,13,6
1476,72,2276,46,901,556,116,93,3802,1,3,5,13,6
1382,71,11,0,32,42,32,26,90,1,1,0,3,7
1850,71,17,51,64,81,30,51,192,2,2,0,3,7
3168,71,36,79,115,151,57,323,115,2,2,2,2,8
1383,71,47,32,71,47,284,276,205,4,2,2,3,7
1724,71,47,39,86,47,29,143,104,2,3,0,4,6
2849,71,54,30,9,9,15,0,118,1,1,0,3,2
1782,71,59,3,31,6,3,25,78,1,1,0,3,5
2845,71,62,10,71,10,10,38,124,2,2,0,3,6
1841,71,69,11,95,32,5,0,212,2,2,0,3,8
2642,71,78,19,11,37,4,26,123,3,1,1,4,2
1636,71,89,6,74,0,3,27,146,1,1,1,4,2
2581,71,100,0,11,0,0,0,111,1,2,0,2,8
1492,71,131,15,255,12,39,77,375,1,2,1,4,7
2554,71,131,15,255,12,39,77,375,1,2,1,4,7
2882,71,180,0,64,8,4,24,233,1,3,0,3,7
2693,71,283,16,231,23,39,94,498,5,4,1,4,7
2078,71,358,179,825,150,87,92,1507,1,3,3,8,1
1441,71,391,37,243,10,57,155,583,4,4,1,5,6
2090,71,498,23,143,50,53,15,751,7,4,1,7,4
1327,71,1016,38,183,51,38,38,1287,2,3,5,8,3
2874,71,1016,38,183,51,38,38,1287,2,3,5,8,3
1434,71,1172,44,878,117,65,90,2186,5,4,7,11,3
2623,71,1295,95,484,76,19,230,1739,1,5,3,12,2
2666,71,1626,191,1084,204,126,223,3009,1,8,4,6,5
2696,71,2037,92,1946,60,52,46,4142,1,7,5,12,3
2420,71,2135,371,1485,544,232,278,4488,1,7,5,10,4
3213,71,2234,26,375,-34,26,52,2643,2,9,4,12,8
2786,71,2439,94,512,0,160,383,2822,6,4,4,7,9
3198,71,2757,32,462,42,32,65,3261,2,9,4,12,8
2617,71,3734,0,156,0,38,550,3378,5,2,5,6,5
2669,70,78,26,123,78,39,91,253,1,2,0,3,8
1775,70,98,60,110,82,44,164,230,2,1,1,5,3
3007,70,100,7,153,0,33,7,287,3,3,0,3,8
1254,70,279,7,127,0,4,250,167,4,3,2,2,7
1519,70,535,37,349,25,0,47,899,4,6,1,5,7
2382,70,535,37,349,25,0,47,899,4,6,1,5,7
1974,70,556,161,720,350,89,179,1697,4,5,3,12,4
1200,70,729,0,98,0,0,33,794,8,5,1,5,8
1083,70,790,135,1282,248,300,327,2428,1,5,6,7,2
2015,70,790,135,1282,248,300,327,2428,1,5,6,7,2
2286,70,796,18,153,24,18,191,817,6,7,1,5,8
2021,70,1062,63,76,16,63,574,706,2,5,5,6,3
2792,70,1199,64,999,215,331,365,2443,1,5,7,9,7
2712,70,1283,48,1013,66,101,66,2445,1,4,5,13,1
1960,70,2102,49,383,32,0,562,2004,5,10,6,7,7
2830,70,2630,0,169,0,28,28,2799,4,10,8,10,6
3040,70,2849,76,760,48,76,37,3771,2,4,7,4,7
2096,70,2928,67,335,0,33,402,2962,3,3,3,5,6
3101,69,7,22,14,145,217,341,65,3,2,1,2,8
2336,69,29,54,98,0,72,120,134,2,3,1,2,8
1085,69,50,7,34,0,3,13,81,1,1,0,3,7
1355,69,489,12,138,18,6,117,547,6,5,1,4,8
2769,69,531,4,161,39,4,264,476,5,3,3,3,6
1513,69,625,30,203,91,82,215,816,6,4,1,8,6
2150,69,810,89,945,351,133,111,2218,1,3,4,8,1
1024,69,934,10,93,135,21,342,851,7,7,1,5,8
1565,69,934,10,93,135,21,342,851,7,7,1,5,8
1717,69,1073,196,847,439,338,422,2471,2,8,5,4,4
1587,69,1077,42,299,0,13,129,1303,3,5,2,10,5
1942,69,1427,0,107,20,0,122,1433,3,6,3,8,5
1116,69,1430,53,202,87,143,333,1583,0,6,8,13,2
3149,69,1680,0,68,0,0,16,1732,4,8,2,7,8
2578,69,2454,29,519,39,29,152,2918,1,4,5,10,3
1070,68,7,3,21,7,3,3,38,1,1,0,2,6
3081,68,27,8,35,8,0,8,70,2,1,0,3,4
1291,68,72,5,109,10,16,129,83,3,3,1,3,7
2299,68,74,7,33,15,22,74,77,1,1,1,2,4
2916,68,86,5,63,14,9,18,159,1,1,0,3,8
2526,68,137,3,74,16,19,3,246,1,1,1,4,1
3093,68,162,0,30,0,0,6,186,2,1,0,4,5
2447,68,281,27,227,51,4,94,496,4,4,1,3,8
2029,68,288,46,542,165,150,718,472,6,6,1,5,8
2690,68,288,46,542,165,150,718,472,6,6,1,5,8
2454,68,385,3,186,24,24,124,498,1,3,2,4,3
2735,68,430,194,249,308,277,153,1305,3,7,2,8,4
2162,68,445,27,252,20,0,36,707,1,4,1,5,6
2337,68,475,44,676,201,183,76,1503,1,6,2,10,4
1010,68,524,0,112,19,19,243,430,1,1,0,0,20
2573,68,531,30,486,11,41,177,924,3,7,1,4,9
2061,68,630,271,838,163,231,293,1839,1,4,3,5,2
2270,68,822,325,438,148,209,363,1580,2,7,2,10,6
2036,68,839,106,1290,41,0,63,2214,1,3,5,12,2
2747,68,839,106,1290,41,0,63,2214,1,3,5,12,2
1530,68,902,100,2005,130,232,100,3269,1,3,6,4,1
2223,68,947,244,339,124,265,152,1768,1,5,10,7,1
2982,68,1072,0,105,14,0,310,881,4,5,5,3,8
2788,68,1131,436,1459,235,436,181,3517,1,2,3,6,7
1095,68,1416,204,695,201,101,204,2413,1,6,3,6,4
2702,67,47,37,68,16,11,105,74,1,1,1,2,6
1903,67,53,70,88,7,25,91,151,1,2,0,4,6
1460,67,68,10,14,7,0,7,92,2,1,0,3,3
2214,67,81,14,86,14,14,27,181,2,2,0,3,8
3184,67,81,14,86,14,14,27,181,2,2,0,3,8
1523,67,102,16,102,21,27,139,129,3,3,0,3,7
1504,67,115,4,51,9,0,43,136,2,2,0,3,7
1798,67,370,0,1230,278,855,370,2362,3,10,2,4,9
2103,67,427,0,272,20,38,213,543,5,4,2,5,7
2860,67,538,23,387,163,163,35,1239,2,7,1,7,7
2918,67,652,197,514,359,335,533,1524,1,4,6,12,1
1348,67,727,24,471,18,24,191,1071,7,6,3,6,7
1902,67,750,62,1127,524,29,434,2058,1,2,10,6,1
2862,67,1255,215,1795,140,178,75,3508,1,5,5,5,2
1866,67,1972,122,1520,373,204,286,3904,1,3,2,13,1
2111,67,2025,20,132,27,0,174,2030,4,2,2,9,7
3068,67,2581,28,296,76,28,176,2833,1,2,3,4,6
1217,66,16,4,35,12,0,0,67,1,1,0,2,8
2975,66,36,10,41,15,10,15,97,1,1,0,3,6
1354,66,38,15,27,0,23,11,91,1,1,0,3,6
3137,66,78,14,34,0,7,51,81,1,1,0,3,4
1202,66,576,24,1335,612,210,130,2626,1,3,4,9,1
2182,66,601,283,460,278,212,229,1605,3,9,2,8,7
2084,66,608,6,86,20,20,29,711,2,4,1,6,5
1376,66,880,357,786,218,213,190,2264,1,5,4,6,2
1909,66,880,357,786,218,213,190,2264,1,5,4,6,2
2646,66,961,231,1655,71,422,114,3225,1,5,6,6,2
1838,66,1050,180,326,236,70,180,1681,3,6,2,11,5
1786,66,1238,0,78,0,0,63,1253,6,7,1,7,7
2537,66,1238,0,78,0,0,63,1253,6,7,1,7,7
1957,66,2666,122,984,371,40,40,4143,1,2,4,12,1
1487,66,2674,0,358,171,97,391,2909,2,4,3,12,8
